Character,Time
A,3572.0
C,1218.0
D,2302.0
E,7386.25
F,878.0
G,1425.0
H,8836.0
I,3629.25
J,2228.0
L,1634.0
N,5222.125
O,822.0
P,1399.0
R,2931.5
S,5150.428571428572
T,9229.0
U,8129.0
